,Unnamed: 0,game_location,game_result,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,pts,opp_fg,opp_fga,opp_fg_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_pts,date_game,team_id,opp_id
49,49,Home,W 136-111 ,240,50,88,0.568,32,58,0.552,18,30,0.6,18,22,0.818,136,38,85,0.447,29,61,0.475,9,24,0.375,26,33,0.788,111,2016-04-03,GSW,POR
50,50,@,W 136-130 (2OT),290,52,105,0.495,41,83,0.494,11,22,0.5,21,31,0.677,136,50,108,0.463,38,78,0.487,12,30,0.4,18,26,0.692,130,2016-12-20,ORL,MIA
51,51,@,W 136-106 ,240,54,95,0.568,44,72,0.611,10,23,0.435,18,21,0.857,136,43,88,0.489,29,54,0.537,14,34,0.412,6,7,0.857,106,2017-03-04,DET,PHI
52,52,Home,W 135-98 ,240,52,86,0.605,39,58,0.672,13,28,0.464,18,27,0.667,135,35,83,0.422,29,64,0.453,6,19,0.316,22,31,0.71,98,2013-11-16,NOP,PHI
53,53,Home,W 135-129 (OT),265,49,89,0.551,41,73,0.562,8,16,0.5,29,33,0.879,135,48,97,0.495,42,77,0.545,6,20,0.3,27,32,0.844,129,2014-12-27,SAC,NYK
54,54,@,W 135-131 ,240,56,91,0.615,52,76,0.684,4,15,0.267,19,24,0.792,135,45,93,0.484,31,62,0.5,14,31,0.452,27,33,0.818,131,2015-04-01,DAL,OKC
55,55,@,W 135-116 ,240,46,81,0.568,24,43,0.558,22,38,0.579,21,31,0.677,135,45,92,0.489,35,66,0.53,10,26,0.385,16,23,0.696,116,2015-11-27,GSW,PHO
56,56,Home,W 135-90 ,240,51,87,0.586,37,59,0.627,14,28,0.5,19,26,0.731,135,34,86,0.395,26,58,0.448,8,28,0.286,14,20,0.7,90,2016-12-17,GSW,POR
57,57,Home,L 135-140 (OT),265,50,99,0.505,38,70,0.543,12,29,0.414,23,26,0.885,135,49,92,0.533,30,54,0.556,19,38,0.5,23,28,0.821,140,2017-02-06,WAS,CLE
58,58,@,W 135-130 ,240,47,86,0.547,22,40,0.55,25,46,0.543,16,20,0.8,135,49,91,0.538,39,65,0.6,10,26,0.385,22,30,0.733,130,2017-03-03,CLE,ATL
59,59,@,W 134-126 (OT),265,48,92,0.522,34,62,0.548,14,30,0.467,24,26,0.923,134,41,97,0.423,25,67,0.373,16,30,0.533,28,36,0.778,126,2012-12-10,SAS,HOU
60,60,Home,W 134-104 ,240,54,93,0.581,33,60,0.55,21,33,0.636,5,7,0.714,134,34,79,0.43,27,63,0.429,7,16,0.438,29,36,0.806,104,2014-01-02,POR,CHA
61,61,@,W 134-108 ,240,52,104,0.5,34,69,0.493,18,35,0.514,12,25,0.48,134,41,84,0.488,27,57,0.474,14,27,0.519,12,15,0.8,108,2014-02-19,HOU,LAL
62,62,@,W 134-129 (3OT),315,51,108,0.472,46,86,0.535,5,22,0.227,27,37,0.73,134,45,100,0.45,33,70,0.471,12,30,0.4,27,36,0.75,129,2014-02-27,WAS,TOR
63,63,Home,W 134-126 ,240,54,99,0.545,40,75,0.533,14,24,0.583,12,21,0.571,134,45,97,0.464,33,70,0.471,12,27,0.444,24,30,0.8,126,2014-03-07,DEN,LAL
64,64,@,L 134-137 (OT),265,46,90,0.511,33,63,0.524,13,27,0.481,29,35,0.829,134,41,99,0.414,30,64,0.469,11,35,0.314,44,49,0.898,137,2014-12-31,PHO,OKC
65,65,@,W 134-120 ,240,46,84,0.548,29,54,0.537,17,30,0.567,25,35,0.714,134,46,100,0.46,38,78,0.487,8,22,0.364,20,23,0.87,120,2015-10-31,GSW,NOP
66,66,@,W 134-121 ,240,49,93,0.527,29,52,0.558,20,41,0.488,16,29,0.552,134,46,91,0.505,38,68,0.559,8,23,0.348,21,30,0.7,121,2016-02-03,GSW,WAS
67,67,@,L 134-139 (OT),265,44,85,0.518,32,55,0.582,12,30,0.4,34,50,0.68,134,47,95,0.495,34,62,0.548,13,33,0.394,32,37,0.865,139,2016-02-10,LAC,BOS
68,68,Home,W 134-95 ,240,51,94,0.543,36,58,0.621,15,36,0.417,17,21,0.81,134,34,87,0.391,29,67,0.433,5,20,0.25,22,27,0.815,95,2016-12-07,HOU,LAL
69,69,Home,W 134-94 ,240,49,81,0.605,39,60,0.65,10,21,0.476,26,29,0.897,134,35,85,0.412,29,65,0.446,6,20,0.3,18,25,0.72,94,2017-01-12,SAS,LAL
70,70,@,L 133-139 (4OT),340,49,126,0.389,43,105,0.41,6,21,0.286,29,35,0.829,133,48,107,0.449,42,88,0.477,6,19,0.316,37,47,0.787,139,2012-03-25,UTA,ATL
71,71,Home,L 133-140 (3OT),315,51,108,0.472,43,84,0.512,8,24,0.333,23,30,0.767,133,46,93,0.495,32,67,0.478,14,26,0.538,34,43,0.791,140,2012-11-12,TOR,UTA
72,72,@,W 133-102 ,240,55,98,0.561,42,74,0.568,13,24,0.542,10,14,0.714,133,35,87,0.402,29,64,0.453,6,23,0.261,26,35,0.743,102,2014-03-28,SAS,DEN
73,73,Home,W 133-132 (2OT),290,49,94,0.521,42,78,0.538,7,16,0.438,28,34,0.824,133,47,102,0.461,38,80,0.475,9,22,0.409,29,32,0.906,132,2014-12-08,WAS,BOS
74,74,Home,W 133-126 ,240,47,90,0.522,34,62,0.548,13,28,0.464,26,34,0.765,133,45,83,0.542,39,65,0.6,6,18,0.333,30,36,0.833,126,2015-04-15,GSW,DEN
75,75,Home,W 133-111 ,240,51,82,0.622,42,62,0.677,9,20,0.45,22,30,0.733,133,42,88,0.477,34,64,0.531,8,24,0.333,19,24,0.792,111,2016-03-27,SAC,DAL
76,76,Home,W 133-120 ,240,45,87,0.517,29,54,0.537,16,33,0.485,27,31,0.871,133,46,90,0.511,38,66,0.576,8,24,0.333,20,26,0.769,120,2016-11-13,GSW,PHO
77,77,Home,W 133-105 ,240,54,94,0.574,37,58,0.638,17,36,0.472,8,9,0.889,133,40,83,0.482,32,64,0.5,8,19,0.421,17,26,0.654,105,2016-12-10,LAC,NOP
78,78,@,W 133-120 ,240,52,99,0.525,38,65,0.585,14,34,0.412,15,18,0.833,133,40,80,0.5,30,55,0.545,10,25,0.4,30,39,0.769,120,2017-02-02,GSW,LAC
79,79,Home,W 133-102 ,240,42,85,0.494,24,49,0.49,18,36,0.5,31,39,0.795,133,37,94,0.394,29,72,0.403,8,22,0.364,20,26,0.769,102,2017-02-11,HOU,PHO
80,80,@,W 132-102 ,240,50,90,0.556,31,56,0.554,19,34,0.559,13,15,0.867,132,37,79,0.468,31,64,0.484,6,15,0.4,22,31,0.71,102,2012-12-08,SAS,CHA
81,81,Home,W 132-114 ,240,54,99,0.545,43,74,0.581,11,25,0.44,13,21,0.619,132,39,83,0.47,25,49,0.51,14,34,0.412,22,32,0.688,114,2013-04-06,DEN,HOU
82,82,@,W 132-128 ,240,38,80,0.475,34,64,0.531,4,16,0.25,52,64,0.813,132,50,95,0.526,38,62,0.613,12,33,0.364,16,25,0.64,128,2014-03-03,MIN,DEN
83,83,@,W 132-125 ,240,46,77,0.597,39,60,0.65,7,17,0.412,33,40,0.825,132,46,85,0.541,36,63,0.571,10,22,0.455,23,31,0.742,125,2014-03-04,NOP,LAL
84,84,@,W 132-129 (2OT),290,47,102,0.461,32,72,0.444,15,30,0.5,23,27,0.852,132,47,103,0.456,39,77,0.506,8,26,0.308,27,34,0.794,129,2014-12-02,DAL,CHI
85,85,@,L 132-133 (2OT),290,47,102,0.461,38,80,0.475,9,22,0.409,29,32,0.906,132,49,94,0.521,42,78,0.538,7,16,0.438,28,34,0.824,133,2014-12-08,BOS,WAS
86,86,Home,W 132-114 ,240,52,101,0.515,46,79,0.582,6,22,0.273,22,30,0.733,132,41,89,0.461,30,55,0.545,11,34,0.324,21,27,0.778,114,2015-10-30,SAC,LAL
87,87,@,W 132-98 ,240,46,85,0.541,27,45,0.6,19,40,0.475,21,27,0.778,132,37,77,0.481,30,58,0.517,7,19,0.368,17,25,0.68,98,2016-01-18,GSW,CLE
88,88,@,L 132-140 (OT),265,44,88,0.5,33,56,0.589,11,32,0.344,33,52,0.635,132,47,91,0.516,25,54,0.463,22,37,0.595,24,33,0.727,140,2016-01-18,HOU,LAC
89,89,Home,W 132-118 ,240,52,76,0.684,42,58,0.724,10,18,0.556,18,22,0.818,132,45,92,0.489,36,66,0.545,9,26,0.346,19,26,0.731,118,2016-03-05,MIN,BRK
90,90,Home,W 132-120 (OT),265,49,89,0.551,34,64,0.531,15,25,0.6,19,23,0.826,132,42,104,0.404,24,58,0.414,18,46,0.391,18,28,0.643,120,2016-03-20,DAL,POR
91,91,@,W 132-129 (2OT),290,51,96,0.531,43,70,0.614,8,26,0.308,22,22,1.0,132,50,100,0.5,37,71,0.521,13,29,0.448,16,23,0.696,129,2016-03-25,MIN,WAS
92,92,@,W 132-129 (OT),265,48,95,0.505,35,69,0.507,13,26,0.5,23,29,0.793,132,48,101,0.475,36,67,0.537,12,34,0.353,21,27,0.778,129,2016-11-25,OKC,DEN
93,93,@,W 132-127 (2OT),290,48,108,0.444,34,64,0.531,14,44,0.318,22,30,0.733,132,43,104,0.413,31,60,0.517,12,44,0.273,29,37,0.784,127,2016-12-01,HOU,GSW
94,94,Home,W 132-98 ,240,50,85,0.588,28,43,0.651,22,42,0.524,10,16,0.625,132,39,92,0.424,28,60,0.467,11,32,0.344,9,11,0.818,98,2016-12-14,HOU,SAC
95,95,Home,W 132-120 ,240,43,84,0.512,28,53,0.528,15,31,0.484,31,35,0.886,132,41,88,0.466,33,65,0.508,8,23,0.348,30,36,0.833,120,2016-12-15,DEN,POR
96,96,Home,W 132-113 ,240,52,97,0.536,41,69,0.594,11,28,0.393,17,21,0.81,132,40,86,0.465,23,50,0.46,17,36,0.472,16,20,0.8,113,2017-01-13,TOR,BRK
97,97,@,W 132-117 ,240,46,84,0.548,30,48,0.625,16,36,0.444,24,26,0.923,132,41,82,0.5,28,57,0.491,13,25,0.52,22,26,0.846,117,2017-02-08,CLE,IND
98,98,Home,W 132-110 ,240,48,88,0.545,24,47,0.511,24,41,0.585,12,16,0.75,132,45,92,0.489,37,60,0.617,8,32,0.25,12,13,0.923,110,2017-02-13,DEN,GSW
99,99,@,W 131-102 ,240,56,89,0.629,51,79,0.646,5,10,0.5,14,20,0.7,131,40,89,0.449,30,62,0.484,10,27,0.37,12,19,0.632,102,2012-04-26,DEN,MIN
100,0,Home,W 131-103 ,240,46,89,0.517,32,64,0.5,14,25,0.56,25,28,0.893,131,37,86,0.43,20,47,0.426,17,39,0.436,12,14,0.857,103,2012-11-23,HOU,NYK
101,1,Home,W 131-99 ,240,45,91,0.495,32,68,0.471,13,23,0.565,28,35,0.8,131,33,82,0.402,26,58,0.448,7,24,0.292,26,31,0.839,99,2012-12-07,UTA,TOR
102,2,Home,W 131-127 ,240,43,86,0.5,32,67,0.478,11,19,0.579,34,42,0.81,131,46,92,0.5,33,66,0.5,13,26,0.5,22,25,0.88,127,2012-12-19,SAC,GSW
103,3,Home,W 131-102 ,240,51,100,0.51,37,73,0.507,14,27,0.519,15,17,0.882,131,37,73,0.507,31,54,0.574,6,19,0.316,22,28,0.786,102,2013-04-01,MIL,CHA
104,4,@,W 131-128 (3OT),315,50,113,0.442,39,90,0.433,11,23,0.478,20,27,0.741,131,48,101,0.475,40,78,0.513,8,23,0.348,24,34,0.706,128,2013-12-02,NOP,CHI
105,5,Home,W 131-102 ,240,45,89,0.506,32,59,0.542,13,30,0.433,28,30,0.933,131,37,94,0.394,24,67,0.358,13,27,0.481,15,25,0.6,102,2014-03-13,OKC,LAL
106,6,Home,W 131-109 ,240,42,76,0.553,34,56,0.607,8,20,0.4,39,50,0.78,131,37,82,0.451,28,54,0.519,9,28,0.321,26,31,0.839,109,2014-11-05,SAC,DEN
107,7,Home,W 131-117 ,240,52,94,0.553,44,68,0.647,8,26,0.308,19,23,0.826,131,43,86,0.5,36,69,0.522,7,17,0.412,24,29,0.828,117,2014-11-15,DAL,MIN
108,8,@,W 131-106 ,240,50,91,0.549,41,69,0.594,9,22,0.409,22,33,0.667,131,37,88,0.42,30,65,0.462,7,23,0.304,25,34,0.735,106,2015-01-17,GSW,HOU
109,9,Home,W 131-108 ,240,46,88,0.523,38,68,0.559,8,20,0.4,31,38,0.816,131,42,90,0.467,30,58,0.517,12,32,0.375,12,17,0.706,108,2015-02-08,OKC,LAC
110,10,Home,L 131-135 ,240,45,93,0.484,31,62,0.5,14,31,0.452,27,33,0.818,131,56,91,0.615,52,76,0.684,4,15,0.267,19,24,0.792,135,2015-04-01,OKC,DAL
111,11,Home,W 131-99 ,240,49,82,0.598,32,49,0.653,17,33,0.515,16,19,0.842,131,39,80,0.488,29,57,0.509,10,23,0.435,11,17,0.647,99,2015-04-04,ATL,BRK
112,12,@,W 131-123 ,240,52,95,0.547,36,60,0.6,16,35,0.457,11,15,0.733,131,44,100,0.44,30,67,0.448,14,33,0.424,21,26,0.808,123,2015-12-08,GSW,IND
113,13,Home,W 131-123 ,240,43,86,0.5,35,64,0.547,8,22,0.364,37,40,0.925,131,49,100,0.49,39,84,0.464,10,16,0.625,15,22,0.682,123,2015-12-29,OKC,MIL
114,14,@,W 131-116 ,240,47,82,0.573,33,48,0.688,14,34,0.412,23,26,0.885,131,48,107,0.449,41,82,0.5,7,25,0.28,13,19,0.684,116,2016-02-29,OKC,SAC
115,15,Home,W 131-114 ,240,47,90,0.522,37,66,0.561,10,24,0.417,27,31,0.871,131,41,88,0.466,30,58,0.517,11,30,0.367,21,26,0.808,114,2016-03-15,BRK,PHI
116,16,Home,W 131-109 ,240,51,94,0.543,39,62,0.629,12,32,0.375,17,19,0.895,131,36,72,0.5,30,58,0.517,6,14,0.429,31,35,0.886,109,2016-11-30,POR,IND
117,17,@,W 131-120 ,240,51,87,0.586,36,53,0.679,15,34,0.441,14,20,0.7,131,45,89,0.506,34,61,0.557,11,28,0.393,19,21,0.905,120,2016-12-13,ORL,ATL
118,18,Home,W 131-115 ,240,46,92,0.5,31,49,0.633,15,43,0.349,24,30,0.8,131,43,101,0.426,36,71,0.507,7,30,0.233,22,27,0.815,115,2016-12-26,HOU,PHO
119,19,@,W 131-123 ,240,54,95,0.568,38,63,0.603,16,32,0.5,7,10,0.7,131,52,93,0.559,36,55,0.655,16,38,0.421,3,5,0.6,123,2017-02-10,DEN,NYK
120,20,@,W 131-127 ,240,41,90,0.456,34,72,0.472,7,18,0.389,42,53,0.792,131,44,88,0.5,31,61,0.508,13,27,0.481,26,33,0.788,127,2017-03-07,WAS,PHO
121,21,Home,W 130-102 ,240,51,84,0.607,42,64,0.656,9,20,0.45,19,23,0.826,130,39,85,0.459,32,64,0.5,7,21,0.333,17,19,0.895,102,2013-03-01,SAS,SAC
122,22,Home,W 130-98 ,240,46,83,0.554,29,60,0.483,17,23,0.739,21,24,0.875,130,39,93,0.419,35,82,0.427,4,11,0.364,16,19,0.842,98,2013-12-06,POR,UTA
123,23,Home,W 130-94 ,240,47,78,0.603,26,43,0.605,21,35,0.6,15,26,0.577,130,37,90,0.411,29,60,0.483,8,30,0.267,12,20,0.6,94,2013-12-16,BRK,PHI
124,24,@,W 130-110 ,240,48,84,0.571,36,64,0.563,12,20,0.6,22,29,0.759,130,43,88,0.489,35,64,0.547,8,24,0.333,16,23,0.696,110,2014-02-24,MIL,PHI
125,25,Home,W 130-102 ,240,52,90,0.578,35,57,0.614,17,33,0.515,9,9,1.0,130,39,86,0.453,35,73,0.479,4,13,0.308,20,28,0.714,102,2014-04-06,GSW,UTA
126,26,Home,W 130-125 (OT),265,45,98,0.459,32,62,0.516,13,36,0.361,27,40,0.675,130,51,107,0.477,37,76,0.487,14,31,0.452,9,13,0.692,125,2014-04-06,HOU,DEN
127,27,Home,L 130-145 ,240,44,95,0.463,30,63,0.476,14,32,0.438,28,35,0.8,130,56,97,0.577,45,71,0.634,11,26,0.423,22,28,0.786,145,2014-04-08,LAL,HOU
128,28,Home,W 130-120 ,240,49,101,0.485,34,64,0.531,15,37,0.405,17,19,0.895,130,43,81,0.531,35,66,0.53,8,15,0.533,26,33,0.788,120,2014-04-14,GSW,MIN
129,29,Home,L 130-136 (2OT),290,40,97,0.412,32,72,0.444,8,25,0.32,42,54,0.778,130,53,108,0.491,47,84,0.56,6,24,0.25,24,29,0.828,136,2014-04-16,MIN,UTA
130,30,@,W 130-113 ,240,45,88,0.511,29,55,0.527,16,33,0.485,24,29,0.828,130,39,90,0.433,31,67,0.463,8,23,0.348,27,33,0.818,113,2014-11-12,POR,DEN
131,31,Home,W 130-105 ,240,53,88,0.602,33,52,0.635,20,36,0.556,4,7,0.571,130,39,81,0.481,31,61,0.508,8,20,0.4,19,20,0.95,105,2015-03-09,ATL,SAC
132,32,Home,W 130-91 ,240,51,88,0.58,38,67,0.567,13,21,0.619,15,19,0.789,130,36,90,0.4,30,72,0.417,6,18,0.333,13,14,0.929,91,2015-03-25,SAS,OKC
133,33,Home,W 130-105 ,240,47,91,0.516,33,68,0.485,14,23,0.609,22,23,0.957,130,44,90,0.489,30,60,0.5,14,30,0.467,3,8,0.375,105,2015-11-03,CHA,CHI
134,34,@,W 130-125 ,240,44,78,0.564,33,54,0.611,11,24,0.458,31,39,0.795,130,45,96,0.469,28,61,0.459,17,35,0.486,18,22,0.818,125,2015-12-20,NOP,DEN
135,35,Home,W 130-99 ,240,49,81,0.605,37,58,0.638,12,23,0.522,20,25,0.8,130,41,89,0.461,32,66,0.485,9,23,0.391,8,17,0.471,99,2016-01-02,LAC,PHI
136,36,Home,W 130-99 ,240,50,90,0.556,38,67,0.567,12,23,0.522,18,21,0.857,130,28,73,0.384,20,43,0.465,8,30,0.267,35,52,0.673,99,2016-01-27,SAS,HOU
137,37,@,W 130-114 ,240,53,88,0.602,40,63,0.635,13,25,0.52,11,16,0.688,130,41,90,0.456,31,64,0.484,10,26,0.385,22,28,0.786,114,2016-02-25,GSW,ORL
138,38,Home,W 130-116 ,240,49,86,0.57,39,70,0.557,10,16,0.625,22,25,0.88,130,41,77,0.532,36,55,0.655,5,22,0.227,29,37,0.784,116,2016-02-28,ORL,PHI
139,39,Home,W 130-81 ,240,46,85,0.541,30,52,0.577,16,33,0.485,22,34,0.647,130,30,101,0.297,26,84,0.31,4,17,0.235,17,28,0.607,81,2016-03-14,HOU,MEM
140,40,@,W 130-109 ,240,47,96,0.49,35,67,0.522,12,29,0.414,24,30,0.8,130,40,93,0.43,35,74,0.473,5,19,0.263,24,27,0.889,109,2016-03-16,OKC,BOS
141,41,@,W 130-112 ,240,48,95,0.505,26,57,0.456,22,38,0.579,12,14,0.857,130,41,93,0.441,32,64,0.5,9,29,0.31,21,22,0.955,112,2016-03-18,GSW,DAL
142,42,Home,W 130-110 ,240,50,98,0.51,33,57,0.579,17,41,0.415,13,18,0.722,130,41,83,0.494,29,55,0.527,12,28,0.429,16,19,0.842,110,2016-04-10,HOU,LAL
143,43,Home,W 130-121 (OT),265,47,93,0.505,37,74,0.5,10,19,0.526,26,34,0.765,130,45,104,0.433,27,56,0.482,18,48,0.375,13,18,0.722,121,2016-10-26,IND,DAL
144,44,@,W 130-114 ,240,46,82,0.561,29,46,0.63,17,36,0.472,21,28,0.75,130,40,83,0.482,28,50,0.56,12,33,0.364,22,29,0.759,114,2016-11-27,HOU,POR
145,45,Home,W 130-101 ,240,50,94,0.532,36,68,0.529,14,26,0.538,16,18,0.889,130,36,87,0.414,29,60,0.483,7,27,0.259,22,25,0.88,101,2016-12-10,SAS,BRK
146,46,Home,L 130-136 (2OT),290,50,108,0.463,38,78,0.487,12,30,0.4,18,26,0.692,130,52,105,0.495,41,83,0.494,11,22,0.5,21,31,0.677,136,2016-12-20,MIA,ORL
147,47,@,W 130-114 ,240,46,87,0.529,33,56,0.589,13,31,0.419,25,35,0.714,130,40,83,0.482,34,59,0.576,6,24,0.25,28,36,0.778,114,2017-02-11,GSW,OKC
148,48,@,L 130-142 ,240,49,94,0.521,40,68,0.588,9,26,0.346,23,28,0.821,130,44,94,0.468,22,36,0.611,22,58,0.379,32,42,0.762,142,2017-02-25,MIN,HOU
149,49,Home,W 130-112 ,240,48,86,0.558,36,61,0.59,12,25,0.48,22,29,0.759,130,43,83,0.518,36,62,0.581,7,21,0.333,19,24,0.792,112,2017-02-28,MEM,PHO
150,50,Home,L 130-135 ,240,49,91,0.538,39,65,0.6,10,26,0.385,22,30,0.733,130,47,86,0.547,22,40,0.55,25,46,0.543,16,20,0.8,135,2017-03-03,ATL,CLE
151,51,Home,W 130-116 ,240,49,86,0.57,33,61,0.541,16,25,0.64,16,22,0.727,130,45,86,0.523,31,56,0.554,14,30,0.467,12,17,0.706,116,2017-03-04,POR,BRK
152,52,Home,W 129-90 ,240,48,80,0.6,41,69,0.594,7,11,0.636,26,31,0.839,129,35,92,0.38,29,74,0.392,6,18,0.333,14,21,0.667,90,2012-01-01,MIA,CHA
153,53,Home,W 129-91 ,240,47,84,0.56,27,54,0.5,20,30,0.667,15,19,0.789,129,34,74,0.459,29,60,0.483,5,14,0.357,18,29,0.621,91,2012-12-23,SAS,DAL
154,54,@,L 129-141 (2OT),290,48,93,0.516,34,66,0.515,14,27,0.519,19,26,0.731,129,56,101,0.554,46,78,0.59,10,23,0.435,19,24,0.792,141,2013-02-26,SAC,MIA
155,55,Home,W 129-97 ,240,50,80,0.625,36,52,0.692,14,28,0.5,15,25,0.6,129,30,64,0.469,19,41,0.463,11,23,0.478,26,42,0.619,97,2013-03-10,LAC,DET
156,56,Home,W 129-98 ,240,43,83,0.518,29,52,0.558,14,31,0.452,29,38,0.763,129,35,91,0.385,31,73,0.425,4,18,0.222,24,32,0.75,98,2014-01-07,DEN,BOS
157,57,Home,W 129-127 ,240,42,83,0.506,25,49,0.51,17,34,0.5,28,37,0.757,129,51,97,0.526,39,72,0.542,12,25,0.48,13,21,0.619,127,2014-01-15,LAC,DAL
158,58,Home,W 129-121 (2OT),290,49,99,0.495,40,83,0.482,9,16,0.563,22,26,0.846,129,45,95,0.474,30,61,0.492,15,34,0.441,16,23,0.696,121,2014-02-21,ORL,NYK
159,59,@,W 129-103 ,240,41,72,0.569,30,50,0.6,11,22,0.5,36,42,0.857,129,36,90,0.4,31,72,0.431,5,18,0.278,26,31,0.839,103,2014-02-25,HOU,SAC
160,60,Home,L 129-134 (3OT),315,45,100,0.45,33,70,0.471,12,30,0.4,27,36,0.75,129,51,108,0.472,46,86,0.535,5,22,0.227,27,37,0.73,134,2014-02-27,TOR,WAS
161,61,Home,W 129-120 ,240,44,80,0.55,29,56,0.518,15,24,0.625,26,30,0.867,129,44,84,0.524,30,53,0.566,14,31,0.452,18,26,0.692,120,2014-03-02,PHO,ATL
162,62,Home,W 129-106 ,240,49,85,0.576,33,47,0.702,16,38,0.421,15,19,0.789,129,38,87,0.437,26,59,0.441,12,28,0.429,18,23,0.783,106,2014-03-20,HOU,MIN
163,63,Home,W 129-122 (OT),265,47,96,0.49,37,72,0.514,10,24,0.417,25,34,0.735,129,45,104,0.433,36,70,0.514,9,34,0.265,23,31,0.742,122,2014-11-30,LAL,TOR
164,64,Home,L 129-132 (2OT),290,47,103,0.456,39,77,0.506,8,26,0.308,27,34,0.794,129,47,102,0.461,32,72,0.444,15,30,0.5,23,27,0.852,132,2014-12-02,CHI,DAL
165,65,@,W 129-119 (3OT),315,47,110,0.427,34,75,0.453,13,35,0.371,22,23,0.957,129,45,109,0.413,37,89,0.416,8,20,0.4,21,26,0.808,119,2014-12-19,POR,SAS
166,66,Home,W 129-120 ,240,40,74,0.541,34,62,0.548,6,12,0.5,43,47,0.915,129,44,100,0.44,35,70,0.5,9,30,0.3,23,32,0.719,120,2014-12-22,CHI,TOR
167,67,@,L 129-135 (OT),265,48,97,0.495,42,77,0.545,6,20,0.3,27,32,0.844,129,49,89,0.551,41,73,0.562,8,16,0.5,29,33,0.879,135,2014-12-27,NYK,SAC
