,Unnamed: 0,Unnamed: 0.1,game_location,game_result,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,pts,opp_fg,opp_fga,opp_fg_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_pts,date_game,team_id,opp_id,year,dk_points_allowed
850,850,50,@,W 120-111 ,240,44,91,0.484,34,61,0.557,10,30,0.333,22,27,0.815,120,39,77,0.506,30,51,0.588,9,26,0.346,24,31,0.774,111,2017-02-09,BOS,POR,2017,115.5
851,851,51,Home,W 120-98 ,240,42,73,0.575,29,53,0.547,13,20,0.65,23,28,0.821,120,34,96,0.354,27,62,0.435,7,34,0.206,23,30,0.767,98,2017-02-13,WAS,OKC,2017,101.5
852,852,52,Home,W 120-112 ,240,43,87,0.494,33,58,0.569,10,29,0.345,24,30,0.8,120,38,90,0.422,33,66,0.5,5,24,0.208,31,40,0.775,112,2017-02-24,PHI,WAS,2017,114.5
853,853,53,Home,W 120-113 (OT),265,45,104,0.433,38,79,0.481,7,25,0.28,23,31,0.742,120,44,84,0.524,34,59,0.576,10,25,0.4,15,22,0.682,113,2017-02-28,DET,POR,2017,118.0
854,854,54,Home,W 120-103 ,240,46,77,0.597,39,58,0.672,7,19,0.368,21,25,0.84,120,35,89,0.393,25,55,0.455,10,34,0.294,23,28,0.821,103,2017-03-02,PHO,CHO,2017,108.0
855,855,55,Home,W 120-92 ,240,46,88,0.523,28,54,0.519,18,34,0.529,10,12,0.833,120,35,73,0.479,24,46,0.522,11,27,0.407,11,18,0.611,92,2017-03-04,MIA,CLE,2017,97.5
856,856,56,@,W 119-114 (2OT),290,41,98,0.418,35,74,0.473,6,24,0.25,31,43,0.721,119,44,97,0.454,33,64,0.516,11,33,0.333,15,21,0.714,114,2012-01-21,DEN,NYK,2012,119.5
857,857,57,Home,W 119-101 ,240,45,96,0.469,37,72,0.514,8,24,0.333,21,25,0.84,119,36,79,0.456,33,67,0.493,3,12,0.25,26,34,0.765,101,2012-02-02,GSW,UTA,2012,102.5
858,858,58,@,W 119-116 ,240,44,84,0.524,33,58,0.569,11,26,0.423,20,21,0.952,119,44,80,0.55,35,59,0.593,9,21,0.429,19,23,0.826,116,2012-02-07,OKC,GSW,2012,120.5
859,859,59,Home,W 119-104 ,240,42,84,0.5,33,65,0.508,9,19,0.474,26,35,0.743,119,34,70,0.486,27,52,0.519,7,18,0.389,29,34,0.853,104,2012-02-22,OKC,BOS,2012,107.5
860,860,60,Home,W 119-118 ,240,41,91,0.451,33,66,0.5,8,25,0.32,29,37,0.784,119,42,87,0.483,29,63,0.46,13,24,0.542,21,21,1.0,118,2012-02-28,MIL,WAS,2012,124.5
861,861,61,Home,W 119-116 (OT),265,40,88,0.455,29,61,0.475,11,27,0.407,28,35,0.8,119,45,98,0.459,33,71,0.465,12,27,0.444,14,21,0.667,116,2012-03-05,DEN,SAC,2012,122.0
862,862,62,Home,W 119-114 ,240,45,93,0.484,32,67,0.478,13,26,0.5,16,21,0.762,119,46,83,0.554,39,66,0.591,7,17,0.412,15,21,0.714,114,2012-03-09,MIL,NYK,2012,117.5
863,863,63,Home,W 119-110 ,240,47,88,0.534,43,71,0.606,4,17,0.235,21,32,0.656,119,43,90,0.478,39,74,0.527,4,16,0.25,20,25,0.8,110,2012-03-20,SAC,MEM,2012,112.0
864,864,64,Home,W 119-106 ,240,46,88,0.523,37,60,0.617,9,28,0.321,18,20,0.9,119,36,78,0.462,31,57,0.544,5,21,0.238,29,35,0.829,106,2012-04-01,POR,MIN,2012,108.5
865,865,65,Home,W 119-89 ,240,42,80,0.525,27,52,0.519,15,28,0.536,20,24,0.833,119,30,74,0.405,23,54,0.426,7,20,0.35,22,26,0.846,89,2012-04-09,ORL,DET,2012,92.5
866,866,66,Home,W 119-116 ,240,43,83,0.518,33,58,0.569,10,25,0.4,23,27,0.852,119,49,95,0.516,44,74,0.595,5,21,0.238,13,20,0.65,116,2012-11-03,MIA,DEN,2013,118.5
867,867,67,Home,W 119-117 (OT),265,44,86,0.512,34,61,0.557,10,25,0.4,21,29,0.724,119,41,88,0.466,32,63,0.508,9,25,0.36,26,31,0.839,117,2012-11-16,POR,HOU,2013,121.5
868,868,68,Home,W 119-108 ,240,46,85,0.541,37,65,0.569,9,20,0.45,18,28,0.643,119,44,90,0.489,35,67,0.522,9,23,0.391,11,18,0.611,108,2012-11-18,LAL,HOU,2013,112.5
869,869,69,Home,W 119-109 ,240,42,83,0.506,29,63,0.46,13,20,0.65,22,26,0.846,119,43,82,0.524,38,66,0.576,5,16,0.313,18,22,0.818,109,2012-11-18,OKC,GSW,2013,111.5
870,870,70,Home,W 119-96 ,240,48,87,0.552,41,67,0.612,7,20,0.35,16,21,0.762,119,37,84,0.44,25,57,0.439,12,27,0.444,10,16,0.625,96,2012-12-10,DAL,SAC,2013,102.0
871,871,71,@,L 119-126 (2OT),290,48,109,0.44,34,82,0.415,14,27,0.519,9,15,0.6,119,46,98,0.469,35,65,0.538,11,33,0.333,23,31,0.742,126,2012-12-26,DET,ATL,2013,131.5
872,872,72,Home,W 119-109 (OT),265,42,89,0.472,32,63,0.508,10,26,0.385,25,31,0.806,119,41,94,0.436,31,66,0.47,10,28,0.357,17,20,0.85,109,2013-01-02,MIA,DAL,2013,114.0
873,873,73,@,L 119-125 (OT),265,46,93,0.495,35,63,0.556,11,30,0.367,16,18,0.889,119,48,94,0.511,40,70,0.571,8,24,0.333,21,24,0.875,125,2013-01-07,ORL,POR,2013,129.0
874,874,74,Home,W 119-106 ,240,43,87,0.494,31,59,0.525,12,28,0.429,21,27,0.778,119,36,80,0.45,20,44,0.455,16,36,0.444,18,21,0.857,106,2013-01-26,HOU,BRK,2013,114.0
875,875,75,Home,W 119-98 ,240,48,95,0.505,40,72,0.556,8,23,0.348,15,20,0.75,119,38,93,0.409,28,73,0.384,10,20,0.5,12,16,0.75,98,2013-02-06,OKC,GSW,2013,103.0
876,876,76,Home,W 119-108 ,240,39,80,0.488,32,66,0.485,7,14,0.5,34,41,0.829,119,45,86,0.523,37,65,0.569,8,21,0.381,10,13,0.769,108,2013-02-08,CLE,ORL,2013,112.0
877,877,77,Home,W 119-109 ,240,46,89,0.517,36,67,0.537,10,22,0.455,17,20,0.85,119,37,81,0.457,27,57,0.474,10,24,0.417,25,30,0.833,109,2013-02-08,DET,SAS,2013,114.0
878,878,78,Home,W 119-108 ,240,41,75,0.547,25,48,0.521,16,27,0.593,21,30,0.7,119,42,79,0.532,30,62,0.484,12,17,0.706,12,22,0.545,108,2013-02-13,BRK,DEN,2013,114.0
879,879,79,@,L 119-122 ,240,42,87,0.483,31,59,0.525,11,28,0.393,24,27,0.889,119,44,92,0.478,29,59,0.492,15,33,0.455,19,23,0.826,122,2013-02-20,OKC,HOU,2013,129.5
880,880,80,Home,W 119-113 ,240,42,88,0.477,31,64,0.484,11,24,0.458,24,33,0.727,119,39,81,0.481,35,59,0.593,4,22,0.182,31,37,0.838,113,2013-02-22,WAS,DEN,2013,115.0
881,881,81,Home,W 119-108 ,240,49,88,0.557,44,70,0.629,5,18,0.278,16,27,0.593,119,43,78,0.551,35,59,0.593,8,19,0.421,14,31,0.452,108,2013-02-25,DEN,LAL,2013,112.0
882,882,82,Home,W 119-74 ,240,42,76,0.553,34,58,0.586,8,18,0.444,27,28,0.964,119,27,77,0.351,21,56,0.375,6,21,0.286,14,18,0.778,74,2013-02-27,OKC,NOH,2013,77.0
883,883,83,Home,W 119-83 ,240,42,90,0.467,29,57,0.509,13,33,0.394,22,27,0.815,119,28,77,0.364,22,54,0.407,6,23,0.261,21,27,0.778,83,2013-03-03,SAC,CHA,2013,86.0
884,884,84,Home,W 119-113 ,240,45,78,0.577,39,61,0.639,6,17,0.353,23,29,0.793,119,43,85,0.506,36,70,0.514,7,15,0.467,20,31,0.645,113,2013-03-16,SAS,CLE,2013,116.5
885,885,85,Home,W 119-114 ,240,42,79,0.532,33,57,0.579,9,22,0.409,26,33,0.788,119,43,81,0.531,37,66,0.561,6,15,0.4,22,29,0.759,114,2013-03-18,CHA,WAS,2013,117.0
886,886,86,@,W 119-118 (OT),265,46,100,0.46,39,80,0.488,7,20,0.35,20,27,0.741,119,47,96,0.49,39,75,0.52,8,21,0.381,16,19,0.842,118,2013-03-18,DEN,CHI,2013,122.0
887,887,87,@,W 119-82 ,240,45,83,0.542,36,62,0.581,9,21,0.429,20,23,0.87,119,34,78,0.436,33,60,0.55,1,18,0.056,13,15,0.867,82,2013-03-18,BRK,DET,2013,82.5
888,888,88,Home,W 119-112 ,240,47,95,0.495,40,72,0.556,7,23,0.304,18,23,0.783,119,43,92,0.467,32,63,0.508,11,29,0.379,15,23,0.652,112,2013-04-15,PHO,HOU,2013,117.5
889,889,89,@,W 119-110 ,240,37,82,0.451,31,65,0.477,6,17,0.353,39,44,0.886,119,39,91,0.429,28,60,0.467,11,31,0.355,21,27,0.778,110,2013-11-08,OKC,DET,2014,115.5
890,890,90,@,W 119-116 ,240,41,92,0.446,26,59,0.441,15,33,0.455,22,25,0.88,119,48,102,0.471,39,85,0.459,9,17,0.529,11,16,0.688,116,2013-12-17,POR,CLE,2014,120.5
891,891,91,@,L 119-121 (OT),265,44,91,0.484,27,57,0.474,17,34,0.5,14,19,0.737,119,46,91,0.505,36,62,0.581,10,29,0.345,19,29,0.655,121,2013-12-23,ATL,MIA,2014,126.0
892,892,92,@,W 119-112 ,240,40,82,0.488,31,59,0.525,9,23,0.391,30,38,0.789,119,45,88,0.511,33,60,0.55,12,28,0.429,10,14,0.714,112,2014-01-03,LAC,DAL,2014,118.0
893,893,93,Home,W 119-96 ,240,43,83,0.518,34,64,0.531,9,19,0.474,24,31,0.774,119,35,80,0.438,24,57,0.421,11,23,0.478,15,24,0.625,96,2014-01-05,OKC,BOS,2014,101.5
894,894,94,@,L 119-123 ,240,39,90,0.433,29,63,0.46,10,27,0.37,31,36,0.861,119,40,85,0.471,33,70,0.471,7,15,0.467,36,50,0.72,123,2014-01-07,POR,SAC,2014,126.5
895,895,95,Home,W 119-92 ,240,48,88,0.545,39,69,0.565,9,19,0.474,14,19,0.737,119,37,84,0.44,29,65,0.446,8,19,0.421,10,14,0.714,92,2014-01-10,MIN,CHA,2014,96.0
896,896,96,Home,W 119-98 ,240,43,90,0.478,35,59,0.593,8,31,0.258,25,40,0.625,119,34,86,0.395,22,56,0.393,12,30,0.4,18,30,0.6,98,2014-01-22,HOU,SAC,2014,104.0
897,897,97,@,W 119-108 ,240,42,79,0.532,24,42,0.571,18,37,0.486,17,22,0.773,119,38,101,0.376,33,68,0.485,5,33,0.152,27,37,0.73,108,2014-02-05,LAL,CLE,2014,110.5
898,898,98,Home,W 119-80 ,240,46,80,0.575,42,64,0.656,4,16,0.25,23,26,0.885,119,28,89,0.315,22,63,0.349,6,26,0.231,18,26,0.692,80,2014-02-10,IND,DEN,2014,83.0
899,899,99,Home,W 119-85 ,240,48,98,0.49,35,71,0.493,13,27,0.481,10,13,0.769,119,31,91,0.341,27,70,0.386,4,21,0.19,19,25,0.76,85,2014-03-14,SAS,LAL,2014,87.0
900,900,0,@,W 119-118 (2OT),290,38,98,0.388,26,62,0.419,12,36,0.333,31,38,0.816,119,41,101,0.406,33,72,0.458,8,29,0.276,28,33,0.848,118,2014-03-21,OKC,TOR,2014,122.0
901,901,1,@,L 119-128 (OT),265,46,93,0.495,34,60,0.567,12,33,0.364,15,19,0.789,119,45,90,0.5,30,52,0.577,15,38,0.395,23,28,0.821,128,2014-03-25,OKC,DAL,2014,135.5
902,902,2,@,W 119-98 ,240,45,78,0.577,36,60,0.6,9,18,0.5,20,24,0.833,119,35,79,0.443,24,51,0.471,11,28,0.393,17,20,0.85,98,2014-04-02,CLE,ORL,2014,103.5
903,903,3,Home,W 119-116 ,240,44,84,0.524,38,68,0.559,6,16,0.375,25,38,0.658,119,42,85,0.494,38,65,0.585,4,20,0.2,28,35,0.8,116,2014-04-11,MIL,CLE,2014,118.0
904,904,4,Home,W 119-117 (OT),265,43,86,0.5,33,62,0.532,10,24,0.417,23,32,0.719,119,44,91,0.484,27,54,0.5,17,37,0.459,12,16,0.75,117,2014-04-13,POR,GSW,2014,125.5
905,905,5,@,W 119-104 ,240,45,82,0.549,35,58,0.603,10,24,0.417,19,22,0.864,119,42,81,0.519,36,62,0.581,6,19,0.316,14,20,0.7,104,2014-04-14,LAL,UTA,2014,107.0
906,906,6,Home,W 119-99 ,240,45,82,0.549,29,50,0.58,16,32,0.5,13,18,0.722,119,37,86,0.43,33,73,0.452,4,13,0.308,21,25,0.84,99,2014-10-29,PHO,LAL,2015,101.0
907,907,7,@,L 119-122 (2OT),290,43,93,0.462,30,60,0.5,13,33,0.394,20,26,0.769,119,48,97,0.495,42,76,0.553,6,21,0.286,20,27,0.741,122,2014-11-07,ATL,CHO,2015,125.0
908,908,8,Home,W 119-93 ,240,46,86,0.535,39,69,0.565,7,17,0.412,20,22,0.909,119,34,78,0.436,26,44,0.591,8,34,0.235,17,21,0.81,93,2014-11-17,MEM,HOU,2015,97.0
909,909,9,Home,L 119-120 ,240,48,89,0.539,40,68,0.588,8,21,0.381,15,22,0.682,119,45,79,0.57,35,61,0.574,10,18,0.556,20,24,0.833,120,2014-11-28,LAL,MIN,2015,125.0
910,910,10,Home,W 119-89 ,240,45,85,0.529,38,65,0.585,7,20,0.35,22,27,0.815,119,31,82,0.378,26,60,0.433,5,22,0.227,22,30,0.733,89,2014-12-05,WAS,DEN,2015,91.5
911,911,11,Home,W 119-114 ,240,44,79,0.557,32,51,0.627,12,28,0.429,19,25,0.76,119,44,89,0.494,36,67,0.537,8,22,0.364,18,23,0.783,114,2014-12-12,NOP,CLE,2015,118.0
912,912,12,Home,W 119-111 ,240,47,79,0.595,39,63,0.619,8,16,0.5,17,18,0.944,119,45,90,0.5,40,75,0.533,5,15,0.333,16,19,0.842,111,2014-12-16,NOP,UTA,2015,113.5
913,913,13,Home,L 119-129 (3OT),315,45,109,0.413,37,89,0.416,8,20,0.4,21,26,0.808,119,47,110,0.427,34,75,0.453,13,35,0.371,22,23,0.957,129,2014-12-19,SAS,POR,2015,135.5
914,914,14,Home,W 119-109 ,240,47,86,0.547,37,60,0.617,10,26,0.385,15,29,0.517,119,42,83,0.506,33,63,0.524,9,20,0.45,16,22,0.727,109,2014-12-26,DET,IND,2015,113.5
915,915,15,@,W 119-101 ,240,45,96,0.469,32,69,0.464,13,27,0.481,16,17,0.941,119,38,89,0.427,26,55,0.473,12,34,0.353,13,19,0.684,101,2015-01-02,DAL,BOS,2015,107.0
916,916,16,@,W 119-103 ,240,48,89,0.539,35,64,0.547,13,25,0.52,10,12,0.833,119,42,85,0.494,37,69,0.536,5,16,0.313,14,16,0.875,103,2015-01-16,CHI,BOS,2015,105.5
917,917,17,Home,W 119-102 ,240,43,84,0.512,26,50,0.52,17,34,0.5,16,19,0.842,119,35,73,0.479,28,56,0.5,7,17,0.412,25,29,0.862,102,2015-01-28,TOR,SAC,2015,105.5
918,918,18,Home,W 119-115 ,240,42,77,0.545,34,58,0.586,8,19,0.421,27,52,0.519,119,43,84,0.512,33,56,0.589,10,28,0.357,19,23,0.826,115,2015-02-19,LAC,SAS,2015,120.0
919,919,19,Home,W 119-94 ,240,48,92,0.522,40,72,0.556,8,20,0.4,15,23,0.652,119,35,97,0.361,28,70,0.4,7,27,0.259,17,20,0.85,94,2015-02-22,OKC,DEN,2015,97.5
920,920,20,Home,W 119-108 ,240,46,83,0.554,35,62,0.565,11,21,0.524,16,22,0.727,119,40,84,0.476,27,53,0.509,13,31,0.419,15,28,0.536,108,2015-02-23,MIA,PHI,2015,114.5
921,921,21,Home,W 119-114 ,240,48,85,0.565,35,61,0.574,13,24,0.542,10,12,0.833,119,38,85,0.447,28,58,0.483,10,27,0.37,28,38,0.737,114,2015-03-06,ORL,SAC,2015,119.0
922,922,22,Home,W 119-115 ,240,42,89,0.472,32,64,0.5,10,25,0.4,25,35,0.714,119,40,90,0.444,33,64,0.516,7,26,0.269,28,35,0.8,115,2015-03-16,DAL,OKC,2015,118.5
923,923,23,@,W 119-100 ,240,42,90,0.467,30,62,0.484,12,28,0.429,23,30,0.767,119,41,85,0.482,37,68,0.544,4,17,0.235,14,17,0.824,100,2015-03-22,DEN,ORL,2015,102.0
924,924,24,@,W 119-98 ,240,44,82,0.537,32,53,0.604,12,29,0.414,19,31,0.613,119,36,86,0.419,25,55,0.455,11,31,0.355,15,27,0.556,98,2015-03-27,LAC,PHI,2015,103.5
925,925,25,@,W 119-106 ,240,41,84,0.488,28,52,0.538,13,32,0.406,24,40,0.6,119,39,93,0.419,31,62,0.5,8,31,0.258,20,23,0.87,106,2015-03-29,LAC,BOS,2015,110.0
926,926,26,Home,W 119-101 ,240,44,88,0.5,31,58,0.534,13,30,0.433,18,24,0.75,119,36,75,0.48,31,59,0.525,5,16,0.313,24,35,0.686,101,2015-04-08,DEN,LAL,2015,103.5
927,927,27,@,W 119-90 ,240,47,72,0.653,39,57,0.684,8,15,0.533,17,23,0.739,119,31,89,0.348,22,62,0.355,9,27,0.333,19,27,0.704,90,2015-04-08,WAS,PHI,2015,94.5
928,928,28,Home,W 119-69 ,240,43,84,0.512,32,59,0.542,11,25,0.44,22,30,0.733,119,26,96,0.271,23,73,0.315,3,23,0.13,14,20,0.7,69,2015-11-02,GSW,MEM,2016,70.5
929,929,29,Home,W 119-114 (OT),265,42,88,0.477,31,54,0.574,11,34,0.324,24,34,0.706,119,46,91,0.505,39,71,0.549,7,20,0.35,15,19,0.789,114,2015-11-04,HOU,ORL,2016,117.5
930,930,30,Home,W 119-104 ,240,46,93,0.495,29,56,0.518,17,37,0.459,10,18,0.556,119,39,92,0.424,31,68,0.456,8,24,0.333,18,22,0.818,104,2015-11-06,GSW,DEN,2016,108.0
931,931,31,@,W 119-103 ,240,43,89,0.483,38,71,0.535,5,18,0.278,28,31,0.903,119,40,87,0.46,28,58,0.483,12,29,0.414,11,17,0.647,103,2015-11-11,TOR,PHI,2016,109.0
932,932,32,@,L 119-122 (OT),265,40,93,0.43,28,64,0.438,12,29,0.414,27,34,0.794,119,43,92,0.467,35,69,0.507,8,23,0.348,28,37,0.757,122,2015-12-05,IND,UTA,2016,126.0
933,933,33,@,W 119-68 ,240,47,76,0.618,43,65,0.662,4,11,0.364,21,25,0.84,119,26,75,0.347,22,51,0.431,4,24,0.167,12,21,0.571,68,2015-12-07,SAS,PHI,2016,70.0
934,934,34,Home,L 119-124 (2OT),290,49,114,0.43,37,81,0.457,12,33,0.364,9,16,0.563,119,42,107,0.393,33,76,0.434,9,31,0.29,31,39,0.795,124,2015-12-11,BOS,GSW,2016,128.5
935,935,35,Home,W 119-116 ,240,38,78,0.487,27,57,0.474,11,21,0.524,32,43,0.744,119,43,89,0.483,33,64,0.516,10,25,0.4,20,24,0.833,116,2015-12-16,DET,BOS,2016,121.0
936,936,36,@,W 119-118 (OT),265,45,82,0.549,29,48,0.604,16,34,0.471,13,15,0.867,119,51,101,0.505,41,82,0.5,10,19,0.526,6,14,0.429,118,2015-12-23,DAL,BRK,2016,123.0
937,937,37,@,L 119-142 ,240,43,83,0.518,33,54,0.611,10,29,0.345,23,28,0.821,119,53,87,0.609,44,64,0.688,9,23,0.391,27,34,0.794,142,2016-01-02,PHO,SAC,2016,146.5
938,938,38,@,W 119-117 ,240,39,88,0.443,30,59,0.508,9,29,0.31,32,36,0.889,119,40,89,0.449,34,67,0.507,6,22,0.273,31,36,0.861,117,2016-01-16,BOS,WAS,2016,120.0
939,939,39,@,L 119-124 (2OT),290,44,104,0.423,29,59,0.492,15,45,0.333,16,20,0.8,119,41,88,0.466,27,61,0.443,14,27,0.519,28,32,0.875,124,2016-01-18,UTA,CHO,2016,131.0
940,940,40,Home,W 119-113 (2OT),290,43,97,0.443,35,77,0.455,8,20,0.4,25,30,0.833,119,45,102,0.441,35,74,0.473,10,28,0.357,13,25,0.52,113,2016-01-18,NYK,PHI,2016,118.0
941,941,41,@,W 119-105 ,240,43,86,0.5,34,59,0.576,9,27,0.333,24,26,0.923,119,33,84,0.393,27,64,0.422,6,20,0.3,33,37,0.892,105,2016-01-25,ATL,DEN,2016,108.0
942,942,42,Home,W 119-114 ,240,44,82,0.537,34,58,0.586,10,24,0.417,21,35,0.6,119,39,93,0.419,23,47,0.489,16,46,0.348,20,25,0.8,114,2016-01-31,ORL,BOS,2016,122.0
943,943,43,Home,W 119-115 ,240,40,80,0.5,28,54,0.519,12,26,0.462,27,35,0.771,119,46,80,0.575,42,63,0.667,4,17,0.235,19,25,0.76,115,2016-02-02,LAL,MIN,2016,117.0
944,944,44,@,L 119-128 ,240,45,89,0.506,37,63,0.587,8,26,0.308,21,22,0.955,119,48,86,0.558,30,58,0.517,18,28,0.643,14,15,0.933,128,2016-02-05,SAC,BRK,2016,137.0
945,945,45,@,L 119-128 ,240,47,95,0.495,37,69,0.536,10,26,0.385,15,19,0.789,119,51,91,0.56,38,67,0.567,13,24,0.542,13,15,0.867,128,2016-02-07,SAC,BOS,2016,134.5
946,946,46,Home,L 119-121 (OT),265,36,75,0.48,25,46,0.543,11,29,0.379,36,41,0.878,119,48,92,0.522,42,66,0.636,6,26,0.231,19,27,0.704,121,2016-02-09,DAL,UTA,2016,124.0
947,947,47,@,W 119-101 ,240,47,89,0.528,41,75,0.547,6,14,0.429,19,26,0.731,119,40,70,0.571,36,58,0.621,4,12,0.333,17,24,0.708,101,2016-02-09,SAS,MIA,2016,103.0
948,948,48,@,W 119-113 ,240,48,88,0.545,42,76,0.553,6,12,0.5,17,18,0.944,119,40,81,0.494,30,59,0.508,10,22,0.455,23,26,0.885,113,2016-02-19,SAS,LAL,2016,118.0
949,949,49,@,L 119-128 ,240,39,88,0.443,22,49,0.449,17,39,0.436,24,33,0.727,119,48,85,0.565,35,58,0.603,13,27,0.481,19,29,0.655,128,2016-02-24,LAL,MEM,2016,134.5
950,950,50,@,L 119-123 ,240,47,86,0.547,39,67,0.582,8,19,0.421,17,22,0.773,119,47,90,0.522,35,70,0.5,12,20,0.6,17,18,0.944,123,2016-02-25,OKC,NOP,2016,129.0
951,951,51,@,W 119-105 ,240,44,82,0.537,34,53,0.642,10,29,0.345,21,35,0.6,119,37,80,0.463,24,45,0.533,13,35,0.371,18,22,0.818,105,2016-02-25,HOU,POR,2016,111.5
952,952,52,@,W 119-99 ,240,40,81,0.494,30,56,0.536,10,25,0.4,29,35,0.829,119,34,85,0.4,21,52,0.404,13,33,0.394,18,26,0.692,99,2016-03-02,CHA,PHI,2016,105.5
953,953,53,Home,W 119-113 ,240,42,84,0.5,26,49,0.531,16,35,0.457,19,27,0.704,119,40,90,0.444,35,69,0.507,5,21,0.238,28,34,0.824,113,2016-03-07,GSW,ORL,2016,115.5
954,954,54,@,L 119-124 ,240,49,93,0.527,42,73,0.575,7,20,0.35,14,20,0.7,119,47,79,0.595,39,62,0.629,8,17,0.471,22,28,0.786,124,2016-03-14,DEN,MIA,2016,128.0
955,955,55,Home,W 119-107 ,240,47,93,0.505,34,65,0.523,13,28,0.464,12,20,0.6,119,39,93,0.419,32,66,0.485,7,27,0.259,22,26,0.846,107,2016-03-23,PHO,LAL,2016,110.5
956,956,56,@,W 119-100 ,240,41,86,0.477,30,60,0.5,11,26,0.423,26,32,0.813,119,38,93,0.409,30,69,0.435,8,24,0.333,16,23,0.696,100,2016-03-28,OKC,TOR,2016,104.0
957,957,57,Home,W 119-117 ,240,45,87,0.517,35,55,0.636,10,32,0.313,19,24,0.792,119,42,76,0.553,26,47,0.553,16,29,0.552,17,22,0.773,117,2016-03-31,OKC,LAC,2016,125.0
958,958,58,Home,W 119-107 ,240,43,90,0.478,33,64,0.516,10,26,0.385,23,29,0.793,119,41,89,0.461,33,68,0.485,8,21,0.381,17,26,0.654,107,2016-04-03,ORL,MEM,2016,111.0
959,959,59,Home,W 119-108 ,240,41,90,0.456,31,67,0.463,10,23,0.435,27,35,0.771,119,40,91,0.44,34,71,0.479,6,20,0.3,22,28,0.786,108,2016-11-06,LAL,PHO,2017,111.0
960,960,60,Home,W 119-110 ,240,42,76,0.553,30,43,0.698,12,33,0.364,23,26,0.885,119,39,92,0.424,27,64,0.422,12,28,0.429,20,28,0.714,110,2016-11-08,BRK,MIN,2017,116.0
961,961,61,@,W 119-105 ,240,40,76,0.526,29,52,0.558,11,24,0.458,28,37,0.757,119,40,89,0.449,32,67,0.478,8,22,0.364,17,21,0.81,105,2016-11-12,LAC,MIN,2017,109.0
962,962,62,@,W 119-117 ,240,46,86,0.535,35,62,0.565,11,24,0.458,16,20,0.8,119,47,92,0.511,40,67,0.597,7,25,0.28,16,26,0.615,117,2016-11-13,ORL,OKC,2017,120.5
963,963,63,Home,W 119-112 ,240,44,81,0.543,29,56,0.518,15,25,0.6,16,18,0.889,119,41,86,0.477,29,57,0.509,12,29,0.414,18,20,0.9,112,2016-11-17,WAS,NYK,2017,118.0
964,964,64,@,W 119-114 ,240,44,86,0.512,31,55,0.564,13,31,0.419,18,20,0.9,119,45,89,0.506,34,69,0.493,11,20,0.55,13,18,0.722,114,2016-11-23,SAS,CHO,2017,119.5
965,965,65,Home,W 119-104 ,240,47,100,0.47,35,68,0.515,12,32,0.375,13,17,0.765,119,36,76,0.474,23,53,0.434,13,23,0.565,19,29,0.655,104,2016-11-25,POR,NOP,2017,110.5
966,966,66,@,W 119-115 ,240,45,95,0.474,32,65,0.492,13,30,0.433,16,21,0.762,119,40,87,0.46,31,61,0.508,9,26,0.346,26,34,0.765,115,2016-12-09,PHO,LAL,2017,119.5
967,967,67,Home,L 119-120 (OT),265,44,96,0.458,30,55,0.545,14,41,0.341,17,26,0.654,119,38,97,0.392,22,57,0.386,16,40,0.4,28,35,0.8,120,2016-12-11,PHO,NOP,2017,128.0
968,968,68,Home,W 119-108 ,240,46,89,0.517,31,56,0.554,15,33,0.455,12,18,0.667,119,41,86,0.477,25,49,0.51,16,37,0.432,10,13,0.769,108,2016-12-17,CLE,LAL,2017,116.0
969,969,69,Home,W 119-102 ,240,47,86,0.547,31,50,0.62,16,36,0.444,9,13,0.692,119,39,90,0.433,28,51,0.549,11,39,0.282,13,20,0.65,102,2016-12-20,LAC,DEN,2017,107.5
970,970,70,Home,W 119-99 ,240,45,99,0.455,37,64,0.578,8,35,0.229,21,24,0.875,119,38,85,0.447,30,55,0.545,8,30,0.267,15,18,0.833,99,2016-12-23,CLE,BRK,2017,103.0
971,971,71,@,W 119-113 ,240,43,77,0.558,32,50,0.64,11,27,0.407,22,24,0.917,119,43,85,0.506,33,56,0.589,10,29,0.345,17,28,0.607,113,2016-12-23,GSW,DET,2017,118.0
972,972,72,@,W 119-114 ,240,45,93,0.484,31,57,0.544,14,36,0.389,15,20,0.75,119,41,87,0.471,33,64,0.516,8,23,0.348,24,27,0.889,114,2016-12-25,BOS,NYK,2017,118.0
973,973,73,Home,W 119-100 ,240,48,85,0.565,39,67,0.582,9,18,0.5,14,19,0.737,119,39,86,0.453,32,68,0.471,7,18,0.389,15,20,0.75,100,2016-12-25,SAS,CHI,2017,103.5
974,974,74,@,W 119-94 ,240,48,84,0.571,37,62,0.597,11,22,0.5,12,16,0.75,119,39,88,0.443,33,64,0.516,6,24,0.25,10,16,0.625,94,2016-12-28,MIL,DET,2017,97.0
975,975,75,Home,W 119-98 ,240,47,87,0.54,42,70,0.6,5,17,0.294,20,25,0.8,119,36,74,0.486,29,58,0.5,7,16,0.438,19,24,0.792,98,2016-12-28,SAS,PHO,2017,101.5
