,Unnamed: 0,Unnamed: 0.1,game_location,game_result,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,pts,opp_fg,opp_fga,opp_fg_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_pts,date_game,team_id,opp_id,year,dk_points_allowed
6911,6911,11,@,L 100-112 ,240,40,80,0.5,37,67,0.552,3,13,0.231,17,24,0.708,100,45,93,0.484,34,68,0.5,11,25,0.44,11,19,0.579,112,2012-12-25,DEN,LAC,2013,117.5
6912,6912,12,Home,W 100-94 ,240,37,77,0.481,32,56,0.571,5,21,0.238,21,31,0.677,100,38,89,0.427,29,63,0.46,9,26,0.346,9,16,0.563,94,2012-12-25,LAL,NYK,2013,98.5
6913,6913,13,Home,W 100-80 ,240,34,71,0.479,26,52,0.5,8,19,0.421,24,29,0.828,100,33,78,0.423,26,60,0.433,7,18,0.389,7,12,0.583,80,2012-12-26,SAS,TOR,2013,83.5
6914,6914,14,@,L 100-109 ,240,38,80,0.475,33,65,0.508,5,15,0.333,19,22,0.864,100,44,80,0.55,34,60,0.567,10,20,0.5,11,14,0.786,109,2012-12-29,IND,ATL,2013,114.0
6915,6915,15,@,L 100-103 ,240,38,82,0.463,29,62,0.468,9,20,0.45,15,19,0.789,100,35,75,0.467,31,60,0.517,4,15,0.267,29,39,0.744,103,2012-12-29,CLE,BRK,2013,105.0
6916,6916,16,Home,L 100-105 ,240,36,84,0.429,26,47,0.553,10,37,0.27,18,24,0.75,100,41,81,0.506,30,48,0.625,11,33,0.333,12,18,0.667,105,2013-01-01,NYK,POR,2013,110.5
6917,6917,17,Home,W 100-83 ,240,39,82,0.476,27,55,0.491,12,27,0.444,10,16,0.625,100,28,77,0.364,19,43,0.442,9,34,0.265,18,21,0.857,83,2013-01-03,NYK,SAS,2013,87.5
6918,6918,18,Home,W 100-94 ,240,31,78,0.397,21,59,0.356,10,19,0.526,28,36,0.778,100,35,81,0.432,29,62,0.468,6,19,0.316,18,20,0.9,94,2013-01-07,UTA,DAL,2013,97.0
6919,6919,19,@,L 100-107 ,240,37,84,0.44,29,52,0.558,8,32,0.25,18,22,0.818,100,43,87,0.494,37,69,0.536,6,18,0.333,15,19,0.789,107,2013-01-12,HOU,PHI,2013,110.0
6920,6920,20,Home,W 100-87 ,240,35,81,0.432,24,51,0.471,11,30,0.367,19,25,0.76,100,33,82,0.402,29,59,0.492,4,23,0.174,17,22,0.773,87,2013-01-13,NYK,NOH,2013,89.0
6921,6921,21,Home,W 100-89 ,240,39,80,0.488,31,59,0.525,8,21,0.381,14,20,0.7,100,33,79,0.418,27,64,0.422,6,15,0.4,17,24,0.708,89,2013-01-14,BOS,CHA,2013,92.0
6922,6922,22,@,L 100-105 ,240,33,84,0.393,22,57,0.386,11,27,0.407,23,30,0.767,100,33,86,0.384,28,64,0.438,5,22,0.227,34,43,0.791,105,2013-01-16,HOU,DAL,2013,107.5
6923,6923,23,@,W 100-99 (OT),265,36,75,0.48,31,60,0.517,5,15,0.333,23,32,0.719,100,38,91,0.418,35,77,0.455,3,14,0.214,20,28,0.714,99,2013-01-18,CHI,BOS,2013,100.5
6924,6924,24,Home,L 100-106 ,240,37,79,0.468,26,48,0.542,11,31,0.355,15,21,0.714,100,37,79,0.468,33,67,0.493,4,12,0.333,28,38,0.737,106,2013-01-18,ORL,CHA,2013,108.0
6925,6925,25,@,W 100-94 ,240,29,74,0.392,19,45,0.422,10,29,0.345,32,41,0.78,100,34,81,0.42,28,66,0.424,6,15,0.4,20,24,0.833,94,2013-01-21,HOU,CHA,2013,97.0
6926,6926,26,Home,W 100-80 ,240,44,78,0.564,42,67,0.627,2,11,0.182,10,12,0.833,100,30,80,0.375,24,57,0.421,6,23,0.261,14,17,0.824,80,2013-01-23,POR,IND,2013,83.0
6927,6927,27,@,W 100-82 ,240,34,71,0.479,23,50,0.46,11,21,0.524,21,26,0.808,100,31,80,0.388,28,60,0.467,3,20,0.15,17,20,0.85,82,2013-01-25,HOU,NOH,2013,83.5
6928,6928,28,@,L 100-101 ,240,40,81,0.494,33,65,0.508,7,16,0.438,13,17,0.765,100,35,75,0.467,24,50,0.48,11,25,0.44,20,21,0.952,101,2013-01-26,LAC,POR,2013,106.5
6929,6929,29,Home,W 100-98 (2OT),290,36,88,0.409,31,68,0.456,5,20,0.25,23,27,0.852,100,39,96,0.406,34,73,0.466,5,23,0.217,15,20,0.75,98,2013-01-27,BOS,MIA,2013,100.5
6930,6930,30,Home,L 100-103 ,240,45,83,0.542,41,74,0.554,4,9,0.444,6,9,0.667,100,40,73,0.548,32,60,0.533,8,13,0.615,15,19,0.789,103,2013-01-28,PHI,MEM,2013,107.0
6931,6931,31,Home,W 100-97 ,240,36,84,0.429,29,64,0.453,7,20,0.35,21,25,0.84,100,36,81,0.444,28,56,0.5,8,25,0.32,17,24,0.708,97,2013-01-31,GSW,DAL,2013,101.0
6932,6932,32,Home,L 100-111 ,240,41,89,0.461,31,67,0.463,10,22,0.455,8,18,0.444,100,39,92,0.424,27,60,0.45,12,32,0.375,21,25,0.84,111,2013-02-01,MIN,LAL,2013,117.0
6933,6933,33,@,W 100-85 ,240,40,75,0.533,37,63,0.587,3,12,0.25,17,23,0.739,100,28,75,0.373,24,57,0.421,4,18,0.222,25,32,0.781,85,2013-02-03,MIA,TOR,2013,87.0
6934,6934,34,@,W 100-98 ,240,41,70,0.586,34,52,0.654,7,18,0.389,11,16,0.688,100,40,85,0.471,37,72,0.514,3,13,0.231,15,19,0.789,98,2013-02-04,POR,MIN,2013,99.5
6935,6935,35,Home,W 100-86 ,240,39,81,0.481,34,71,0.479,5,10,0.5,17,26,0.654,100,29,82,0.354,23,63,0.365,6,19,0.316,22,29,0.759,86,2013-02-06,UTA,MIL,2013,89.0
6936,6936,36,Home,L 100-111 ,240,35,74,0.473,22,50,0.44,13,24,0.542,17,23,0.739,100,45,86,0.523,36,70,0.514,9,16,0.563,12,18,0.667,111,2013-02-08,ATL,NOH,2013,115.5
6937,6937,37,@,W 100-93 ,240,36,80,0.45,28,54,0.519,8,26,0.308,20,25,0.8,100,38,89,0.427,34,75,0.453,4,14,0.286,13,19,0.684,93,2013-02-08,LAL,CHA,2013,95.0
6938,6938,38,@,W 100-98 (OT),265,42,96,0.438,40,87,0.46,2,9,0.222,14,19,0.737,100,35,78,0.449,26,56,0.464,9,22,0.409,19,28,0.679,98,2013-02-08,TOR,IND,2013,102.5
6939,6939,39,@,W 100-94 ,240,38,81,0.469,30,55,0.545,8,26,0.308,16,20,0.8,100,37,80,0.463,36,67,0.537,1,13,0.077,19,27,0.704,94,2013-02-08,NYK,MIN,2013,94.5
6940,6940,40,Home,L 100-105 ,240,34,86,0.395,27,69,0.391,7,17,0.412,25,28,0.893,100,41,83,0.494,33,66,0.5,8,17,0.471,15,19,0.789,105,2013-02-09,MIL,DET,2013,109.0
6941,6941,41,@,W 100-92 ,240,39,75,0.52,31,61,0.508,8,14,0.571,14,17,0.824,100,40,79,0.506,35,61,0.574,5,18,0.278,7,11,0.636,92,2013-02-11,MIN,CLE,2013,94.5
6942,6942,42,@,L 100-123 ,240,33,80,0.413,29,64,0.453,4,16,0.25,30,36,0.833,100,43,92,0.467,30,58,0.517,13,34,0.382,24,26,0.923,123,2013-02-13,SAC,DAL,2013,129.5
6943,6943,43,Home,L 100-110 ,240,32,73,0.438,29,60,0.483,3,13,0.231,33,34,0.971,100,41,88,0.466,30,59,0.508,11,29,0.379,17,22,0.773,110,2013-02-14,OKC,MIA,2013,115.5
6944,6944,44,@,L 100-105 ,240,37,76,0.487,30,61,0.492,7,15,0.467,19,22,0.864,100,38,77,0.494,33,63,0.524,5,14,0.357,24,34,0.706,105,2013-02-20,NOP,CLE,2013,107.5
6945,6945,45,Home,L 100-104 ,240,37,91,0.407,32,74,0.432,5,17,0.294,21,24,0.875,100,40,84,0.476,32,64,0.5,8,20,0.4,16,19,0.842,104,2013-02-22,NOP,DAL,2013,108.0
6946,6946,46,Home,W 100-98 ,240,35,80,0.438,28,62,0.452,7,18,0.389,23,28,0.821,100,35,75,0.467,25,47,0.532,10,28,0.357,18,23,0.783,98,2013-02-22,TOR,NYK,2013,103.0
6947,6947,47,@,W 100-99 ,240,37,81,0.457,30,64,0.469,7,17,0.412,19,23,0.826,100,37,85,0.435,36,74,0.486,1,11,0.091,24,31,0.774,99,2013-02-24,GSW,MIN,2013,99.5
6948,6948,48,Home,W 100-95 ,240,35,81,0.432,28,61,0.459,7,20,0.35,23,31,0.742,100,39,78,0.5,32,59,0.542,7,19,0.368,10,16,0.625,95,2013-03-01,NOP,DET,2013,98.5
6949,6949,49,@,W 100-77 ,240,42,92,0.457,34,71,0.479,8,21,0.381,8,10,0.8,100,32,88,0.364,30,70,0.429,2,18,0.111,11,14,0.786,77,2013-03-10,DAL,MIN,2013,78.0
6950,6950,50,Home,W 100-96 ,240,33,84,0.393,25,61,0.41,8,23,0.348,26,34,0.765,100,36,86,0.419,29,65,0.446,7,21,0.333,17,27,0.63,96,2013-03-10,TOR,CLE,2013,99.5
6951,6951,51,Home,W 100-74 ,240,35,77,0.455,29,60,0.483,6,17,0.353,24,30,0.8,100,27,66,0.409,23,53,0.434,4,13,0.308,16,25,0.64,74,2013-03-12,CHA,BOS,2013,76.0
6952,6952,52,@,L 100-108 ,240,39,81,0.481,33,57,0.579,6,24,0.25,16,20,0.8,100,36,74,0.486,25,43,0.581,11,31,0.355,25,31,0.806,108,2013-03-15,MIN,HOU,2013,113.5
6953,6953,53,@,L 100-101 ,240,38,90,0.422,26,62,0.419,12,28,0.429,12,14,0.857,100,43,86,0.5,38,70,0.543,5,16,0.313,10,13,0.769,101,2013-03-18,POR,PHI,2013,103.5
6954,6954,54,Home,W 100-93 ,240,34,76,0.447,28,53,0.528,6,23,0.261,26,32,0.813,100,36,79,0.456,31,62,0.5,5,17,0.294,16,20,0.8,93,2013-03-20,HOU,UTA,2013,95.5
6955,6955,55,@,L 100-101 ,240,43,78,0.551,36,60,0.6,7,18,0.389,7,11,0.636,100,37,76,0.487,30,65,0.462,7,11,0.636,20,27,0.741,101,2013-03-21,PHI,DEN,2013,104.5
6956,6956,56,Home,L 100-103 ,240,39,81,0.481,28,58,0.483,11,23,0.478,11,17,0.647,100,40,87,0.46,29,61,0.475,11,26,0.423,12,16,0.75,103,2013-03-22,LAL,WAS,2013,108.5
6957,6957,57,Home,L 100-102 ,240,41,99,0.414,35,78,0.449,6,21,0.286,12,17,0.706,100,35,76,0.461,31,62,0.5,4,14,0.286,28,31,0.903,102,2013-03-24,PHO,BRK,2013,104.0
6958,6958,58,Home,W 100-94 ,240,40,84,0.476,32,61,0.525,8,23,0.348,12,15,0.8,100,36,80,0.45,29,59,0.492,7,21,0.333,15,25,0.6,94,2013-03-25,IND,ATL,2013,97.5
6959,6959,59,@,W 100-85 ,240,39,90,0.433,31,62,0.5,8,28,0.286,14,18,0.778,100,31,69,0.449,25,49,0.51,6,20,0.3,17,22,0.773,85,2013-03-26,NYK,BOS,2013,88.0
6960,6960,60,@,W 100-91 ,240,35,78,0.449,29,60,0.483,6,18,0.333,24,28,0.857,100,32,83,0.386,26,62,0.419,6,21,0.286,21,26,0.808,91,2013-03-27,IND,HOU,2013,94.0
6961,6961,61,Home,W 100-92 ,240,42,89,0.472,34,73,0.466,8,16,0.5,8,9,0.889,100,37,89,0.416,31,65,0.477,6,24,0.25,12,13,0.923,92,2013-03-27,PHI,MIL,2013,95.0
6962,6962,62,Home,W 100-99 ,240,35,76,0.461,25,61,0.41,10,15,0.667,20,27,0.741,100,42,88,0.477,42,78,0.538,0,10,0.0,15,17,0.882,99,2013-03-27,SAS,DEN,2013,99.0
6963,6963,63,Home,W 100-98 ,240,40,79,0.506,34,61,0.557,6,18,0.333,14,18,0.778,100,38,80,0.475,26,59,0.441,12,21,0.571,10,18,0.556,98,2013-03-30,DAL,CHI,2013,104.0
6964,6964,64,Home,W 100-92 ,240,38,73,0.521,33,57,0.579,5,16,0.313,19,27,0.704,100,38,76,0.5,36,68,0.529,2,8,0.25,14,23,0.609,92,2013-03-30,PHI,CHA,2013,93.0
6965,6965,65,@,L 100-110 ,240,42,81,0.519,35,65,0.538,7,16,0.438,9,14,0.643,100,40,83,0.482,35,65,0.538,5,18,0.278,25,27,0.926,110,2013-04-01,BOS,MIN,2013,112.5
6966,6966,66,Home,W 100-88 ,240,38,82,0.463,26,58,0.448,12,24,0.5,12,13,0.923,100,33,83,0.398,25,62,0.403,8,21,0.381,14,17,0.824,88,2013-04-04,OKC,SAS,2013,92.0
6967,6967,67,Home,W 100-83 ,240,36,76,0.474,30,57,0.526,6,19,0.316,22,29,0.759,100,30,83,0.361,27,73,0.37,3,10,0.3,20,23,0.87,83,2013-04-06,MIL,TOR,2013,84.5
6968,6968,68,@,L 100-107 ,240,36,78,0.462,28,56,0.5,8,22,0.364,20,21,0.952,100,42,72,0.583,34,59,0.576,8,13,0.615,15,17,0.882,107,2013-04-12,MIN,UTA,2013,111.0
6969,6969,69,@,L 100-121 ,240,39,100,0.39,31,75,0.413,8,25,0.32,14,17,0.824,100,45,83,0.542,32,56,0.571,13,27,0.481,18,24,0.75,121,2013-04-14,SAC,HOU,2013,127.5
6970,6970,70,@,L 100-101 ,240,32,67,0.478,25,53,0.472,7,14,0.5,29,36,0.806,100,33,68,0.485,25,52,0.481,8,16,0.5,27,39,0.692,101,2013-11-01,MIA,BRK,2014,105.0
6971,6971,71,Home,W 100-81 ,240,33,77,0.429,25,57,0.439,8,20,0.4,26,33,0.788,100,29,83,0.349,22,52,0.423,7,31,0.226,16,19,0.842,81,2013-11-01,MIN,OKC,2014,84.5
6972,6972,72,Home,L 100-109 ,240,40,89,0.449,31,57,0.544,9,32,0.281,11,13,0.846,100,35,79,0.443,25,52,0.481,10,27,0.37,29,38,0.763,109,2013-11-03,NYK,MIN,2014,114.0
6973,6973,73,Home,L 100-105 ,240,35,80,0.438,25,49,0.51,10,31,0.323,20,21,0.952,100,39,81,0.481,31,59,0.525,8,22,0.364,19,26,0.731,105,2013-11-05,SAC,ATL,2014,109.0
6974,6974,74,@,W 100-81 ,240,36,80,0.45,31,63,0.492,5,17,0.294,23,27,0.852,100,31,77,0.403,28,60,0.467,3,17,0.176,16,23,0.696,81,2013-11-11,DEN,UTA,2014,82.5
6975,6975,75,@,W 100-98 (OT),265,38,87,0.437,36,75,0.48,2,12,0.167,22,29,0.759,100,34,79,0.43,24,51,0.471,10,28,0.357,20,25,0.8,98,2013-11-15,BRK,PHO,2014,103.0
6976,6976,76,Home,L 100-108 ,240,37,70,0.529,33,55,0.6,4,15,0.267,22,28,0.786,100,43,84,0.512,33,57,0.579,10,27,0.37,12,18,0.667,108,2013-11-16,ORL,DAL,2014,113.0
6977,6977,77,@,L 100-104 ,240,37,85,0.435,27,57,0.474,10,28,0.357,16,24,0.667,100,41,85,0.482,34,70,0.486,7,15,0.467,15,15,1.0,104,2013-11-19,MIN,WAS,2014,107.5
6978,6978,78,@,L 100-104 ,240,41,77,0.532,33,54,0.611,8,23,0.348,10,16,0.625,100,36,88,0.409,30,71,0.423,6,17,0.353,26,33,0.788,104,2013-11-22,CLE,NOP,2014,107.0
6979,6979,79,@,L 100-102 ,240,35,87,0.402,28,66,0.424,7,21,0.333,23,25,0.92,100,35,79,0.443,24,47,0.511,11,32,0.344,21,30,0.7,102,2013-11-23,DAL,DEN,2014,107.5
6980,6980,80,Home,W 100-86 ,240,40,87,0.46,32,61,0.525,8,26,0.308,12,15,0.8,100,35,84,0.417,27,60,0.45,8,24,0.333,8,15,0.533,86,2013-11-24,LAL,SAC,2014,90.0
6981,6981,81,Home,L 100-102 ,240,34,78,0.436,23,52,0.442,11,26,0.423,21,22,0.955,100,39,77,0.506,35,63,0.556,4,14,0.286,20,22,0.909,102,2013-11-26,TOR,BRK,2014,104.0
6982,6982,82,@,W 100-93 ,240,36,80,0.45,33,71,0.465,3,9,0.333,25,31,0.806,100,38,89,0.427,31,69,0.449,7,20,0.35,10,13,0.769,93,2013-11-27,MEM,BOS,2014,96.5
6983,6983,83,@,W 100-92 (OT),265,37,74,0.5,27,48,0.563,10,26,0.385,16,22,0.727,100,37,85,0.435,27,60,0.45,10,25,0.4,8,10,0.8,92,2013-11-27,WAS,MIL,2014,97.0
6984,6984,84,@,L 100-115 ,240,38,88,0.432,31,65,0.477,7,23,0.304,17,19,0.895,100,41,89,0.461,31,61,0.508,10,28,0.357,23,39,0.59,115,2013-12-01,PHI,DET,2014,120.0
6985,6985,85,Home,L 100-105 ,240,36,82,0.439,32,67,0.478,4,15,0.267,24,31,0.774,100,39,89,0.438,31,63,0.492,8,26,0.308,19,26,0.731,105,2013-12-01,LAC,IND,2014,109.0
6986,6986,86,@,L 100-102 ,240,42,96,0.438,31,65,0.477,11,31,0.355,5,5,1.0,100,42,78,0.538,36,60,0.6,6,18,0.333,12,17,0.706,102,2013-12-02,ATL,SAS,2014,105.0
6987,6987,87,@,L 100-108 ,240,37,78,0.474,29,60,0.483,8,18,0.444,18,21,0.857,100,38,77,0.494,27,53,0.509,11,24,0.458,21,27,0.778,108,2013-12-03,MIL,BOS,2014,113.5
6988,6988,88,@,W 100-97 ,240,37,86,0.43,26,62,0.419,11,24,0.458,15,22,0.682,100,38,94,0.404,31,72,0.431,7,22,0.318,14,15,0.933,97,2013-12-04,DAL,NOP,2014,100.5
6989,6989,89,Home,L 100-106 ,240,37,86,0.43,27,64,0.422,10,22,0.455,16,22,0.727,100,41,86,0.477,29,54,0.537,12,32,0.375,12,18,0.667,106,2013-12-06,SAC,LAL,2014,112.0
6990,6990,90,Home,L 100-111 ,240,41,91,0.451,28,65,0.431,13,26,0.5,5,6,0.833,100,38,71,0.535,29,52,0.558,9,19,0.474,26,28,0.929,111,2013-12-07,SAS,IND,2014,115.5
6991,6991,91,Home,L 100-116 ,240,34,81,0.42,28,66,0.424,6,15,0.4,26,34,0.765,100,40,71,0.563,31,53,0.585,9,18,0.5,27,33,0.818,116,2013-12-11,MEM,OKC,2014,120.5
6992,6992,92,Home,L 100-109 ,240,37,85,0.435,26,55,0.473,11,30,0.367,15,16,0.938,100,42,87,0.483,34,66,0.515,8,21,0.381,17,20,0.85,109,2013-12-13,ORL,CLE,2014,113.0
6993,6993,93,@,L 100-108 ,240,37,84,0.44,28,61,0.459,9,23,0.391,17,21,0.81,100,39,82,0.476,29,57,0.509,10,25,0.4,20,24,0.833,108,2013-12-13,PHI,TOR,2014,113.0
6994,6994,94,@,W 100-84 ,240,41,88,0.466,33,68,0.485,8,20,0.4,10,12,0.833,100,35,89,0.393,29,69,0.42,6,20,0.3,8,11,0.727,84,2013-12-14,SAS,UTA,2014,87.0
6995,6995,95,@,L 100-114 ,240,39,82,0.476,34,61,0.557,5,21,0.238,17,21,0.81,100,45,92,0.489,34,65,0.523,11,27,0.407,13,15,0.867,114,2013-12-16,LAL,ATL,2014,119.5
6996,6996,96,Home,W 100-84 ,240,37,69,0.536,27,54,0.5,10,15,0.667,16,24,0.667,100,36,90,0.4,32,72,0.444,4,18,0.222,8,9,0.889,84,2013-12-21,CHI,CLE,2014,86.0
6997,6997,97,Home,L 100-105 ,240,39,82,0.476,31,62,0.5,8,20,0.4,14,23,0.609,100,39,79,0.494,27,56,0.482,12,23,0.522,15,23,0.652,105,2013-12-21,ORL,SAC,2014,111.0
6998,6998,98,Home,L 100-113 ,240,35,82,0.427,26,63,0.413,9,19,0.474,21,26,0.808,100,43,88,0.489,31,61,0.508,12,27,0.444,15,18,0.833,113,2013-12-21,SAS,OKC,2014,119.0
6999,6999,99,Home,L 100-113 ,240,31,74,0.419,24,57,0.421,7,17,0.412,31,42,0.738,100,41,83,0.494,33,66,0.5,8,17,0.471,23,27,0.852,113,2013-12-23,SAC,NOP,2014,117.0
7000,7000,0,Home,W 100-92 ,240,31,71,0.437,26,47,0.553,5,24,0.208,33,40,0.825,100,38,93,0.409,33,75,0.44,5,18,0.278,11,20,0.55,92,2013-12-26,HOU,MEM,2014,94.5
7001,7001,1,@,L 100-103 ,240,37,79,0.468,28,61,0.459,9,18,0.5,17,24,0.708,100,38,83,0.458,29,58,0.5,9,25,0.36,18,25,0.72,103,2013-12-28,CLE,BOS,2014,107.5
7002,7002,2,@,L 100-115 ,240,39,80,0.488,32,59,0.542,7,21,0.333,15,20,0.75,100,36,80,0.45,21,48,0.438,15,32,0.469,28,34,0.824,115,2013-12-28,NYK,TOR,2014,122.5
7003,7003,3,@,W 100-98 ,240,41,86,0.477,35,62,0.565,6,24,0.25,12,14,0.857,100,36,79,0.456,30,56,0.536,6,23,0.261,20,23,0.87,98,2013-12-30,DAL,MIN,2014,101.0
7004,7004,4,Home,L 100-101 ,240,37,80,0.463,27,49,0.551,10,31,0.323,16,19,0.842,100,39,87,0.448,33,60,0.55,6,27,0.222,17,25,0.68,101,2014-01-03,ATL,GSW,2014,104.0
7005,7005,5,@,L 100-102 ,240,37,89,0.416,28,65,0.431,9,24,0.375,17,24,0.708,100,34,74,0.459,24,48,0.5,10,26,0.385,24,28,0.857,102,2014-01-03,NYK,HOU,2014,107.0
7006,7006,6,@,L 100-116 ,240,37,68,0.544,27,47,0.574,10,21,0.476,16,20,0.8,100,41,85,0.482,29,58,0.5,12,27,0.444,22,25,0.88,116,2014-01-04,MIL,PHO,2014,122.0
7007,7007,7,Home,L 100-103 ,240,35,77,0.455,27,57,0.474,8,20,0.4,22,29,0.759,100,37,72,0.514,33,59,0.559,4,13,0.308,25,41,0.61,103,2014-01-15,NOP,HOU,2014,105.0
7008,7008,8,Home,L 100-109 ,240,38,84,0.452,30,64,0.469,8,20,0.4,16,20,0.8,100,41,86,0.477,33,70,0.471,8,16,0.5,19,20,0.95,109,2014-01-17,SAS,POR,2014,113.0
7009,7009,9,Home,W 100-95 ,240,32,65,0.492,23,49,0.469,9,16,0.563,27,33,0.818,100,39,95,0.411,29,66,0.439,10,29,0.345,7,10,0.7,95,2014-01-20,CHA,TOR,2014,100.0
7010,7010,10,@,L 100-102 (OT),265,35,83,0.422,27,58,0.466,8,25,0.32,22,26,0.846,100,39,102,0.382,32,81,0.395,7,21,0.333,17,24,0.708,102,2014-01-20,LAL,CHI,2014,105.5
7011,7011,11,@,L 100-124 ,240,38,75,0.507,33,60,0.55,5,15,0.333,19,28,0.679,100,45,83,0.542,34,67,0.507,11,16,0.688,23,32,0.719,124,2014-01-22,IND,PHO,2014,129.5
7012,7012,12,Home,W 100-92 ,240,37,81,0.457,32,69,0.464,5,12,0.417,21,27,0.778,100,36,77,0.468,33,62,0.532,3,15,0.2,17,19,0.895,92,2014-01-26,NOP,ORL,2014,93.5
7013,7013,13,@,W 100-89 ,240,39,74,0.527,35,61,0.574,4,13,0.308,18,23,0.783,100,33,80,0.413,27,65,0.415,6,15,0.4,17,27,0.63,89,2014-01-28,NOP,CLE,2014,92.0
7014,7014,14,@,W 100-90 ,240,37,85,0.435,29,64,0.453,8,21,0.381,18,20,0.9,100,36,80,0.45,28,59,0.475,8,21,0.381,10,14,0.714,90,2014-01-31,TOR,DEN,2014,94.0
7015,7015,15,Home,L 100-110 ,240,36,93,0.387,30,67,0.448,6,26,0.231,22,27,0.815,100,46,88,0.523,44,77,0.571,2,11,0.182,16,22,0.727,110,2014-01-31,LAL,CHA,2014,111.0
7016,7016,16,Home,W 100-90 ,240,37,84,0.44,30,67,0.448,7,17,0.412,19,22,0.864,100,37,81,0.457,32,62,0.516,5,19,0.263,11,12,0.917,90,2014-02-03,WAS,POR,2014,92.5
7017,7017,17,@,L 100-110 ,240,36,95,0.379,29,79,0.367,7,16,0.438,21,31,0.677,100,39,84,0.464,29,61,0.475,10,23,0.435,22,26,0.846,110,2014-02-05,MIL,DEN,2014,115.0
7018,7018,18,@,L 100-105 ,240,38,84,0.452,24,54,0.444,14,30,0.467,10,14,0.714,100,40,86,0.465,35,72,0.486,5,14,0.357,20,22,0.909,105,2014-02-05,ATL,NOP,2014,107.5
7019,7019,19,Home,L 100-104 ,240,39,89,0.438,33,73,0.452,6,16,0.375,16,22,0.727,100,36,77,0.468,28,56,0.5,8,21,0.381,24,28,0.857,104,2014-02-08,CHA,SAS,2014,108.0
7020,7020,20,@,L 100-112 ,240,38,86,0.442,29,62,0.468,9,24,0.375,15,20,0.75,100,40,73,0.548,28,46,0.609,12,27,0.444,20,27,0.741,112,2014-02-09,NYK,OKC,2014,118.0
7021,7021,21,@,L 100-109 ,240,43,82,0.524,38,65,0.585,5,17,0.294,9,11,0.818,100,43,90,0.478,38,74,0.514,5,16,0.313,18,26,0.692,109,2014-02-10,SAS,DET,2014,111.5
7022,7022,22,Home,W 100-85 ,240,43,85,0.506,35,65,0.538,8,20,0.4,6,13,0.462,100,35,80,0.438,25,57,0.439,10,23,0.435,5,9,0.556,85,2014-02-11,CHI,ATL,2014,90.0
7023,7023,23,@,L 100-105 ,240,37,80,0.463,29,61,0.475,8,19,0.421,18,23,0.783,100,37,87,0.425,34,71,0.479,3,16,0.188,28,32,0.875,105,2014-02-12,PHI,UTA,2014,106.5
7024,7024,24,@,L 100-104 ,240,40,80,0.5,29,55,0.527,11,25,0.44,9,16,0.563,100,35,82,0.427,23,56,0.411,12,26,0.462,22,30,0.733,104,2014-02-18,ORL,MIL,2014,110.0
7025,7025,25,Home,W 100-94 ,240,36,82,0.439,25,54,0.463,11,28,0.393,17,26,0.654,100,34,87,0.391,29,70,0.414,5,17,0.294,21,28,0.75,94,2014-02-19,PHO,BOS,2014,96.5
7026,7026,26,Home,L 100-110 ,240,35,83,0.422,26,56,0.464,9,27,0.333,21,32,0.656,100,36,80,0.45,27,62,0.435,9,18,0.5,29,40,0.725,110,2014-02-22,MIL,IND,2014,114.5
7027,7027,27,@,W 100-95 ,240,28,76,0.368,16,45,0.356,12,31,0.387,32,38,0.842,100,37,103,0.359,33,83,0.398,4,20,0.2,17,26,0.654,95,2014-02-25,POR,DEN,2014,97.0
7028,7028,28,@,W 100-91 ,240,36,71,0.507,27,52,0.519,9,19,0.474,19,28,0.679,100,34,85,0.4,23,54,0.426,11,31,0.355,12,17,0.706,91,2014-02-28,CHI,DAL,2014,96.5
7029,7029,29,@,L 100-110 ,240,36,92,0.391,31,71,0.437,5,21,0.238,23,25,0.92,100,38,93,0.409,32,68,0.471,6,25,0.24,28,33,0.848,110,2014-03-17,LAC,DEN,2014,113.0
7030,7030,30,@,W 100-96 ,240,34,75,0.453,22,45,0.489,12,30,0.4,20,31,0.645,100,37,72,0.514,30,50,0.6,7,22,0.318,15,22,0.682,96,2014-03-18,MIA,CLE,2014,99.5
7031,7031,31,Home,L 100-107 ,240,36,67,0.537,32,54,0.593,4,13,0.308,24,32,0.75,100,36,86,0.419,27,64,0.422,9,22,0.409,26,32,0.813,107,2014-03-19,NOP,TOR,2014,111.5
7032,7032,32,Home,L 100-106 ,240,35,77,0.455,23,50,0.46,12,27,0.444,18,19,0.947,100,42,69,0.609,33,51,0.647,9,18,0.5,13,17,0.765,106,2014-03-23,NYK,CLE,2014,110.5
7033,7033,33,@,W 100-89 ,240,39,82,0.476,27,55,0.491,12,27,0.444,10,18,0.556,100,32,86,0.372,28,65,0.431,4,21,0.19,21,25,0.84,89,2014-03-24,HOU,CHA,2014,91.0
7034,7034,34,@,L 100-102 ,240,35,88,0.398,21,56,0.375,14,32,0.438,16,26,0.615,100,36,70,0.514,32,57,0.561,4,13,0.308,26,33,0.788,102,2014-03-25,TOR,CLE,2014,104.0
